,Unnamed: 0,日付,累積始値,累積高値,累積安値,累積終値,累積売買高,累積修正後終値,累積信用売残,累積信用買残,累積信用倍率,累積逆日歩,累積日歩日数,累積貸株残,累積融資残,始値,高値,安値,終値,売買高,修正後終値,信用売残,信用買残,信用倍率,逆日歩,日歩日数,貸株残,融資残,_merge
138,138,2023-01-20,0.0,0.0,0.0,0.0,0.0,0.0,89100.0,104300.0,1.17,0.0,0,0.0,0.0,,,,,,,,,,,,,,left_only
139,139,2023-01-13,0.0,0.0,0.0,0.0,0.0,0.0,88400.0,93100.0,1.05,0.0,0,0.0,0.0,,,,,,,,,,,,,,left_only
140,140,2023-01-06,0.0,0.0,0.0,0.0,0.0,0.0,90300.0,87900.0,0.97,0.0,0,0.0,0.0,,,,,,,,,,,,,,left_only
141,141,2022-12-30,0.0,0.0,0.0,0.0,0.0,0.0,101700.0,83800.0,0.82,0.0,0,0.0,0.0,,,,,,,,,,,,,,left_only
142,142,2022-12-23,0.0,0.0,0.0,0.0,0.0,0.0,88300.0,74000.0,0.84,0.0,0,0.0,0.0,,,,,,,,,,,,,,left_only
143,143,2022-12-16,0.0,0.0,0.0,0.0,0.0,0.0,95100.0,76900.0,0.81,0.0,0,0.0,0.0,,,,,,,,,,,,,,left_only
144,144,2022-12-09,0.0,0.0,0.0,0.0,0.0,0.0,93000.0,74000.0,0.8,0.0,0,0.0,0.0,,,,,,,,,,,,,,left_only
145,145,2022-12-02,0.0,0.0,0.0,0.0,0.0,0.0,90300.0,78700.0,0.87,0.0,0,0.0,0.0,,,,,,,,,,,,,,left_only
146,146,2022-11-25,0.0,0.0,0.0,0.0,0.0,0.0,98500.0,77400.0,0.79,0.0,0,0.0,0.0,,,,,,,,,,,,,,left_only
147,147,2022-11-18,0.0,0.0,0.0,0.0,0.0,0.0,99800.0,72800.0,0.73,0.0,0,0.0,0.0,,,,,,,,,,,,,,left_only
148,148,2022-11-11,0.0,0.0,0.0,0.0,0.0,0.0,226500.0,119500.0,0.53,0.0,0,0.0,0.0,,,,,,,,,,,,,,left_only
149,149,2022-11-04,0.0,0.0,0.0,0.0,0.0,0.0,246000.0,143500.0,0.58,0.0,0,0.0,0.0,,,,,,,,,,,,,,left_only
150,150,2022-10-28,0.0,0.0,0.0,0.0,0.0,0.0,273100.0,140900.0,0.52,0.0,0,0.0,0.0,,,,,,,,,,,,,,left_only
