,日付,累積始値,累積高値,累積安値,累積終値,累積売買高,累積修正後終値,累積信用売残,累積信用買残,累積信用倍率,累積逆日歩,累積日歩日数,累積貸株残,累積融資残,始値,高値,安値,終値,売買高,修正後終値,信用売残,信用買残,信用倍率,逆日歩,日歩日数,貸株残,融資残,_merge
134,2023-03-31,1863.0,1897.0,1855.5,1880.0,37152100.0,1880.0,1416400.0,17800900.0,12.57,0.0,0.0,341800.0,390300.0,,,,,,,,,,,,,,left_only
135,2023-03-30,1835.5,1850.0,1828.5,1842.0,24709600.0,1842.0,0.0,0.0,0.0,0.0,0.0,214600.0,460400.0,,,,,,,,,,,,,,left_only
136,2023-03-29,1812.5,1852.0,1810.0,1852.0,36692000.0,1852.0,0.0,0.0,0.0,0.0,0.0,443600.0,349200.0,,,,,,,,,,,,,,left_only
137,2023-03-28,1806.0,1813.0,1796.5,1805.5,21034500.0,1805.5,0.0,0.0,0.0,0.0,0.0,335600.0,445000.0,,,,,,,,,,,,,,left_only
138,2023-03-27,1795.0,1796.5,1781.0,1790.0,16892900.0,1790.0,0.0,0.0,0.0,0.0,0.0,327400.0,363500.0,,,,,,,,,,,,,,left_only
139,2023-03-24,1778.0,1787.0,1772.0,1784.0,16224800.0,1784.0,1334900.0,21431600.0,16.05,0.0,0.0,291100.0,367800.0,,,,,,,,,,,,,,left_only
140,2023-03-23,1782.5,1793.0,1778.0,1787.0,19861700.0,1787.0,0.0,0.0,0.0,0.0,0.0,202200.0,356300.0,,,,,,,,,,,,,,left_only
141,2023-03-22,1803.0,1804.5,1787.0,1801.0,24870000.0,1801.0,0.0,0.0,0.0,0.0,0.0,113800.0,437700.0,,,,,,,,,,,,,,left_only
142,2023-03-20,1767.0,1778.0,1764.0,1767.0,25693500.0,1767.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,left_only
143,2023-03-17,1790.0,1798.0,1776.0,1786.0,36599800.0,1786.0,938500.0,21660400.0,23.08,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,left_only
144,2023-03-10,0.0,0.0,0.0,0.0,0.0,0.0,1736300.0,17047100.0,9.82,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,left_only
145,2023-03-03,0.0,0.0,0.0,0.0,0.0,0.0,1468600.0,21597700.0,14.71,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,left_only
146,2023-02-24,0.0,0.0,0.0,0.0,0.0,0.0,1652700.0,23409600.0,14.16,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,left_only
147,2023-02-17,0.0,0.0,0.0,0.0,0.0,0.0,1846400.0,19848500.0,10.75,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,left_only
148,2023-02-10,0.0,0.0,0.0,0.0,0.0,0.0,2818400.0,22070500.0,7.83,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,left_only
149,2023-02-03,0.0,0.0,0.0,0.0,0.0,0.0,2879300.0,20717300.0,7.2,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,left_only
150,2023-01-27,0.0,0.0,0.0,0.0,0.0,0.0,2968800.0,21541900.0,7.26,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,left_only
151,2023-01-20,0.0,0.0,0.0,0.0,0.0,0.0,2824000.0,21558100.0,7.63,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,left_only
152,2023-01-13,0.0,0.0,0.0,0.0,0.0,0.0,2750200.0,25389900.0,9.23,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,left_only
153,2023-01-06,0.0,0.0,0.0,0.0,0.0,0.0,2832800.0,25062400.0,8.85,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,left_only
154,2022-12-30,0.0,0.0,0.0,0.0,0.0,0.0,2879400.0,24333800.0,8.45,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,left_only
155,2022-12-23,0.0,0.0,0.0,0.0,0.0,0.0,3001000.0,24249100.0,8.08,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,left_only
156,2022-12-16,0.0,0.0,0.0,0.0,0.0,0.0,1839700.0,19747600.0,10.73,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,left_only
157,2022-12-09,0.0,0.0,0.0,0.0,0.0,0.0,2642500.0,19847100.0,7.51,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,left_only
158,2022-12-02,0.0,0.0,0.0,0.0,0.0,0.0,2654200.0,19325900.0,7.28,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,left_only
159,2022-11-25,0.0,0.0,0.0,0.0,0.0,0.0,3355000.0,13694800.0,4.08,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,left_only
160,2022-11-18,0.0,0.0,0.0,0.0,0.0,0.0,2828200.0,15933500.0,5.63,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,left_only
161,2022-11-11,0.0,0.0,0.0,0.0,0.0,0.0,3392300.0,16133600.0,4.76,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,left_only
162,2022-11-04,0.0,0.0,0.0,0.0,0.0,0.0,2878200.0,18727500.0,6.51,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,left_only
163,2022-10-28,0.0,0.0,0.0,0.0,0.0,0.0,3402300.0,15523100.0,4.56,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,left_only
164,2023-10-17,,,,,,,,,,,,,,2705.0,2719.0,2653.0,2681.0,22766500.0,2681.0,0.0,0.0,0.0,0,0.0,0.0,0.0,right_only
