,日付,曜日,週,累積始値,累積高値,累積安値,累積終値,累積売買高,累積修正後終値,累積信用売残,累積信用買残,累積信用倍率,累積逆日歩,累積日歩日数,累積貸株残,累積融資残,終値差分,UP,終値前日比,始値終値差分
37,2023-09-08,4,35,1436,1448,1409,1428,536100,1428,1490200,788000,0.53,0.05,1,945800,111800,19,1,0.0131306150656531,8
38,2023-09-07,3,35,1476,1486,1442,1447,444200,1447,0,0,0,0.05,1,966800,106100,38,1,0.0255892255892256,29
39,2023-09-06,2,35,1520,1529,1482,1485,557000,1485,0,0,0,0.15,3,979900,95900,58,1,0.0375891121192482,35
40,2023-09-05,1,35,1533,1554,1525,1543,219500,1543,0,0,0,0.05,1,1034500,85600,-12,0,-0.00783801436969301,-10
41,2023-09-04,0,35,1562,1570,1531,1531,356700,1531,0,0,0,0.05,1,1037200,84900,44,1,0.0279365079365079,31
42,2023-09-01,4,34,1550,1584,1541,1575,373500,1575,1549000,653800,0.42,0.05,1,1042700,85200,4,1,0.00253324889170361,-25
43,2023-08-31,3,34,1614,1624,1579,1579,540600,1579,0,0,0,0.05,1,1031600,82700,51,1,0.0312883435582822,35
44,2023-08-30,2,34,1662,1672,1628,1630,290800,1630,0,0,0,0.3,3,1053500,84900,4,1,0.00244798041615667,32
45,2023-08-29,1,34,1609,1664,1609,1634,382600,1634,0,0,0,0.05,1,1059800,84400,-16,0,-0.00988875154511743,-25
46,2023-08-28,0,34,1600,1630,1573,1618,433000,1618,0,0,0,0.05,1,1018800,87200,4,1,0.00246609124537608,-18
47,2023-08-25,4,33,1573,1631,1552,1622,571100,1622,1514200,641600,0.42,0.05,1,1009400,84800,-26,0,-0.0162907268170426,-49
48,2023-08-24,3,33,1594,1608,1541,1596,619600,1596,0,0,0,0.05,1,974400,92100,-2,0,-0.00125470514429109,-2
49,2023-08-23,2,33,1529,1605,1522,1594,721400,1594,0,0,0,0.3,3,964100,84900,-59,0,-0.0384364820846906,-65
50,2023-08-22,1,33,1480,1543,1479,1535,691000,1535,0,0,0,0.05,1,929800,98100,-59,0,-0.0399728997289973,-55
51,2023-08-21,0,33,1432,1546,1432,1476,907500,1476,0,0,0,0.05,1,830900,91100,-16,0,-0.010958904109589,-44
52,2023-08-18,4,32,1456,1481,1426,1460,533500,1460,1371800,697900,0.51,0.05,1,857500,93700,11,1,0.00747790618626785,-4
53,2023-08-17,3,32,1510,1520,1456,1471,571200,1471,0,0,0,0.05,1,837600,105500,61,1,0.0398172323759791,39
54,2023-08-16,2,32,1574,1578,1512,1532,575800,1532,0,0,0,0.15,3,814000,95300,58,1,0.0364779874213837,42
55,2023-08-15,1,32,1605,1619,1578,1590,460200,1590,0,0,0,0.05,1,861800,89300,15,1,0.00934579439252336,15
56,2023-08-14,0,32,1523,1615,1515,1605,1477500,1605,0,0,0,0.05,1,850800,91200,87,1,0.0514184397163121,-82
57,2023-08-10,3,31,1680,1718,1665,1692,556800,1692,1232100,738200,0.6,0.05,1,745300,149100,-24,0,-0.0143884892086331,-12
58,2023-08-09,2,31,1663,1684,1659,1668,216100,1668,0,0,0,0.05,1,685800,187500,12,1,0.00714285714285714,-5
59,2023-08-08,1,31,1726,1726,1668,1680,243400,1680,0,0,0,0.2,4,657400,180800,46,1,0.0266512166859791,46
60,2023-08-07,0,31,1677,1739,1676,1726,323000,1726,0,0,0,0.05,1,655400,176700,-34,0,-0.0200945626477541,-49
61,2023-08-04,4,30,1675,1703,1663,1692,211700,1692,1113900,785500,0.71,0.05,1,654600,178300,-20,0,-0.0119617224880383,-17
62,2023-08-03,3,30,1705,1711,1663,1672,330200,1672,0,0,0,0.05,1,656200,186900,44,1,0.0256410256410256,33
63,2023-08-02,2,30,1714,1749,1713,1716,255400,1716,0,0,0,0.15,3,654400,175500,9,1,0.00521739130434783,-2
